Call order,Test lane,Primary offer,Business,Category,City,State,Phone,Email,Rating,Reviews,Primary score,Website score,Review score,AI fit score,Confidence,Observable reason,Selection note,Website status,Website,Google Maps,Verify before call,Data freshness,Source(s),Contact name,Contact title,Employee estimate,Revenue estimate,Status,Notes
,,Research First,Stack GarageDoor's Repair,Transmission shop,Phoenix,AZ,'+1 582-281-2150,,,0,37,37,19,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,"Sunnyside AZ - Landscaping, Irrigation and Tree Services",Landscaper,Phoenix,AZ,'+1 602-413-2275,sunnysideazlandscaping@gmail.com,,0,37,33,37,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.sunnysideaz.com/,"https://www.google.com/maps/place/Sunnyside+AZ+-+Landscaping%2C+Irrigation+and+Tree+Services/@33.592922099999996,-112.0343097,14z/data=!4m8!1m2!2m1!1sSunnyside+AZ+-+Landscaping%2C+Irrigation+and+Tree+Services!3m4!1s0x872b726e3609dd3f:0x77a47246ffc6b069!8m2!3d33.592922099999996!4d-112.0343097",Source record only; verify immediately before outreach.,2026-05-15,Tree-service Outscraper · May 15,,,,,,
,,Research First,Valley Hvac Maintenance L.L.C,Air conditioning repair service,,AZ,'+1 480-431-1102,,,0,37,37,19,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Southwest Overhead Door,Garage door supplier,Mesa,AZ,'+1 602-350-2801,kdavidson@southwestoverheaddoor.com,,0,36,36,32,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.southwestoverheaddoor.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,kevin davidson,,,,,
,,Research First,A2Z Hardscape LLC,Hardscaping and landscaping,El Mirage,AZ,'+16028131822,,,0,34,30,34,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Owned website found,https://a2zhardscapingllc.com/,,"Platform activity observed; cross-check the current Google profile, website, and contact details before outreach.",2026-07-21,Other paid lead-platform research · Jul 21,,,,,,
,,Research First,Arizona Door Service LLC www.azdoor.com,Local service,Glendale,AZ,16028433667,john@azdoor.com,4.9,0,34,23,34,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://azdoor.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Desert Sage Landscaping LLC,Landscaping and artificial turf,Phoenix,AZ,'+16026640346,,,0,34,30,34,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Owned website surfaced; verify live before outreach,http://desertsagelandscape.com/,,"Platform activity observed; cross-check the current Google profile, website, and contact details before outreach.",2026-07-21,Other paid lead-platform research · Jul 21,,,,,,
,,Research First,Ebenezer Landscaping,Landscaping,Phoenix,AZ,'+14807644412,,,0,34,30,34,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Owned website surfaced; verify live before outreach,https://ebenezerlandscaping.net/,,"Platform activity observed; cross-check the current Google profile, website, and contact details before outreach.",2026-07-21,Other paid lead-platform research · Jul 21,,,,,,
,,Research First,Emanuel Gonzalez Construction & Landscaping,Construction and landscaping,Chandler,AZ,'+14802109393,,,0,34,30,34,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Owned Wix site found; legacy custom domain should be checked,https://emanuelgonzalezcon.wixsite.com/emanuelgonzalezcons,,"Platform activity observed; cross-check the current Google profile, website, and contact details before outreach.",2026-07-21,Other paid lead-platform research · Jul 21,,,,,,
,,Research First,Five Star Bath Solutions of Phoenix AZ,Kitchen & Bath Remodeling; Plumbing,Phoenix,AZ,'+1 602-362-8814,,,0,34,19,34,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Live,https://fivestarbathsolutions.com/,,"Current Google search unresolved; profile absence is not claimed; contact verification confidence is high. The official Phoenix location page verifies name, phone, address, and website. Current Maps search surfaced adjacent franchise profiles but not a confident exact Phoenix GBP, so GBP remains unresolved rather than absent. No exact phone, domain, place ID, or exact-name-plus-city core join was found.",2026-07-22,Angi paid-advertiser research · Jul 21 | Current Google and website cross-check · Jul 21,,,,,,
,,Research First,Hernandez Hardscape LLC,Hardscaping and landscaping,Chandler,AZ,'+14803585669,,,0,34,30,34,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Owned website found,https://www.hernandezhardscapellc.com/,,"Platform activity observed; cross-check the current Google profile, website, and contact details before outreach.",2026-07-21,Other paid lead-platform research · Jul 21,,,,,,
,,Research First,Three Timbers,Landscaping and tree planting,Scottsdale,AZ,'+16122141955,,,0,34,30,34,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Owned website found,https://threetimbersservices.com/arizona-contact-us/,,"Platform activity observed; cross-check the current Google profile, website, and contact details before outreach.",2026-07-21,Other paid lead-platform research · Jul 21,,,,,,
,,Research First,All Service Moving,Moving,Phoenix,AZ,,,,0,33,33,23,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Arizona Home Painting,Painter,Phoenix,AZ,'+1 602-844-8817,arizonahomepainting@gmail.com,,0,33,33,29,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://arizonahomepainting.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,BLVD Moving,Moving,Phoenix,AZ,,,,0,33,33,23,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,"Camelback Moving, Inc.",Moving,Phoenix,AZ,,,,0,33,33,23,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Efficient Moving Solutions LLc,Moving,Phoenix,AZ,,,,0,33,33,23,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Elite HVAC Phoenix Solutions,HVAC contractor,Phoenix,AZ,'+1 480-877-0047,support@elitehvacphoenixsolutions.com,,0,33,33,29,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://elitehvacphoenixsolutions.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Flyboyz painting,Painter,Phoenix,AZ,'+1 520-280-8643,trasean169@gmail.com,,0,33,33,29,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://flyboyzpainting.com/contact.html,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Kings Moving Services,Moving,Phoenix,AZ,,,,0,33,33,23,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Long Distance Movers USA,Moving,Phoenix,AZ,,,,0,33,33,23,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Long Distance Moving - All Service Moving,Moving,Phoenix,AZ,,,,0,33,33,23,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,LRD Hardscape LLC,Hardscaping and artificial turf,Surprise,AZ,,,,0,33,33,23,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No owned website found in targeted search; verify first,,,"Platform activity observed; cross-check the current Google profile, website, and contact details before outreach.",2026-07-21,Other paid lead-platform research · Jul 21,,,,,,
,,Research First,Metro Plumbers Phoenix,Plumber,Phoenix,AZ,'+1 602-584-9990,john@metroplumbersaz.com,,0,33,33,29,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://metroplumbersaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Prestige Electrical,Electrician,Phoenix,AZ,6234516305,agustinamingote@gmail.com,,0,33,33,29,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://prestige.live/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,"ROOFING COMPANY IN Phoenix, AZ",Roofing contractor,Phoenix,AZ,'+1 602-603-4411,john@roofinginphoenixaz.com,,0,33,33,29,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.roofinginphoenixaz.com/about-us,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Sterling Interstate,Moving,Phoenix,AZ,,,,0,33,33,23,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,"The Move Phoenix, LLC",Moving,Phoenix,AZ,,,,0,33,33,23,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,West Side Garage Door Repair AZ,Garage door supplier,,AZ,'+1 480-900-1152,contact@scriptsbundle.com,,0,33,33,29,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://westsidegaragedoorrepairaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Absolute Iron Doors,Local service,Phoenix,AZ,'+1 602-527-1439,sales@absoluteirondoors.com,5,0,32,23,32,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.absoluteirondoors.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Garage Door Repair North Scottsdale,Local service,,AZ,'+1 480-500-9363,,4.9,0,31,20,31,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://garagedoorrepairnorthscottsdale.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,"Air & Water Mechanical Services, LLC",HVAC,Mesa,AZ,,,,0,30,26,30,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website linked on Angi profile · live state not audited,https://airwateraz.com/,,angi_paid_signal_and_website_verified_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,All Above Roofing,Roofing contractor,Avondale,AZ,'+1 623-764-5903,,,0,30,30,26,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.allaboveroofingaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Desert Roof Repair,Roofing contractor,Surprise,AZ,'+1 480-400-1114,,,0,30,30,26,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.desertroofrepair.com/locations.html,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Envision Painting and Roofing,Painting,Gilbert,AZ,,,,0,30,26,30,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website linked on Angi profile · live state not audited,https://envisionservicegroup.com/home/,,angi_paid_signal_and_website_verified_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,German Roofing,Roofing,Mesa,AZ,,,,0,30,26,30,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website linked on Angi profile · live state not audited,https://germanroofing.com/,,angi_paid_signal_and_website_verified_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Glendale AZ Garage Door,Garage door service,Glendale,AZ,(623) 688-8406,,,0,30,30,26,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website signal is stale/ambiguous,http://glendaleazgaragedoor.net/,https://maps.google.com/?cid=1650718120309587369&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,M&R Refrigeration,HVAC contractor,Surprise,AZ,'+1 602-346-6622,,,0,30,30,26,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.mandrrefrigeration.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,National Powerline,Electrical installation service,Avondale,AZ,'+1 623-879-7959,,,0,30,30,26,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://nationalpowerline.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Oncall Electrical,Electrician,Phoenix,AZ,'+1 602-833-2223,,,0,30,30,26,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.readstreamapp.com/contact-us,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,One Hour Heating and Air Conditioning,HVAC,Phoenix,AZ,,,,0,30,26,30,22,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website linked on Angi profile · live state not audited,http://onehourheatandair.com/west-valley,,angi_paid_signal_and_website_verified_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
